title1,title2,title3,title4
0.63,0.66,0.73,0.71
0.92,0.37,0.07,0.91
0.5,0.14,0.54,0.99
0.63,0.82,0.36,0.88
0.77,0.66,0.43,0.2
0.79,0.45,0.73,0.73
0.89,0.41,0.5,0.02
0.7,0.21,0.15,0.17
0.92,0.71,0.6,0.47
0.62,0.57,0.37,0.1
0.35,0.6,0.35,0.96
0.6,0.44,0.14,0.89
0.07,0.34,0.47,0.52
0.32,0.93,0.01,0.17
0.34,0.45,0.5,0.99
0.46,0.59,0.56,0.28
0.48,0.67,0.7,0.46
0.73,0.61,0.43,0.25
0.98,0.9,0.38,0.64
0.6,0.94,0.1,0.66
0.76,0.61,0.84,0.01
0.27,0.2,0.78,0.36
0.85,0.11,0.29,0.05
0.93,0.81,0.85,0.62
0.73,0.41,0.35,0.89
0.51,0.83,0.26,0.32
0.96,0.06,0.95,0.91
0.58,0.1,0.27,0.87
0.01,0.66,0.31,0.68
0.86,0.42,0.22,0.84
0.93,0.59,0.28,0.9
0.39,0.21,0.32,0.95
0.18,0.71,0.81,0.61
0.84,0.78,0.12,0.48
0.87,0.15,0.45,0.88
0.48,0.08,0.64,0.12
0.08,0.46,0.16,0.66
0.48,0.63,0.47,0.32
0.52,0.9,0.14,0.89
0.49,0.95,0.02,0.15
1,0.3,0.95,0.61
0.98,0.56,0.65,0.64
0.06,0.92,0.23,0.89
0.15,0.77,0.84,0.03
0.84,0.04,0.98,0.31
0.22,0.14,0.98,0.3
0.69,0.76,0.13,0.89
0.25,0.98,0.64,0.1
0.31,0.17,0.98,0.57
0.18,0.37,0.54,0.52
0.7,0.31,0.26,0.29
0.75,0.05,0.2,0.9
0.52,0.63,0.91,0.66
0.29,0.06,0.23,0.88
0.13,0.3,0.63,0.67
0.55,0.98,0.59,0.77
0.55,0.02,0.77,0.5
0.76,0.2,0.15,0.28
0.25,0.6,0.16,0.04
0.2,0.48,0.64,0.84
0.38,0.73,0.21,0.09
0.27,0.06,0.87,0.77
0.55,0.63,0.39,0.29
0.57,0.78,0.05,0.42
0.97,0.3,0.28,0.75
0.78,0.61,0.44,0.45
0.09,0.73,0.21,0.26
0.75,0.26,0.65,0.32
0.98,0.13,0.35,0.56
0.21,0.89,0.22,0.52
0.69,0.07,0.75,0.65
0.96,0.35,0.2,0.91
0.35,0.88,0.53,0.12
0.65,0.67,0.98,0.38
0.01,0.54,0.24,0.86
0.72,0.49,0.86,0.85
0.69,0.09,0.88,0.43
0.22,0.42,0.55,0.42
0.13,0.39,0.78,0.75
0.92,0.29,0.98,0.28
0.26,0.42,0.67,0.72
0.01,0.08,0.56,0.65
0.75,0.04,0.13,0.9
0.57,0.53,0.63,0.92
0.11,0.87,0.1,0.93
0.46,0.19,0.44,0.58
0.09,0.7,0.09,0.36
0.15,0.76,0.6,0.32
0.6,0.07,0.52,0.42
0.78,0.5,0.55,0.38
0.93,0.53,0.83,0.98
0.86,0.9,0.92,0.37
0.36,0.14,0.72,0.89
0.94,0.75,0.43,0.99
0.02,0.61,0.15,0.45
0.67,0.93,0.77,0.07
0.88,0.22,0.05,0.35
0.33,0.77,0.19,0.44
0.89,0.4,0.15,0.04
0.49,0.78,0.43,0.79
0.44,0.35,1,0.78
0.11,0.63,0.74,0.79
0.23,0.66,0.57,0.69
0.19,0.24,0.62,0.21
0.93,0.55,0.72,0.31
0.03,0.72,0.67,0.09
0.33,0.34,0.96,0.7
0.93,0.71,0.67,0.61
0.53,0.85,0.76,0.36
0.64,0.66,0.56,0.09
0.83,0.81,0.53,0.02
0.75,0.97,0.84,0.71
0.09,0.63,0.19,0.57
0.3,0.97,0.22,0.8
0.84,0.41,0.81,0.35
0.28,0.88,1,0.1
0.4,0.21,0.87,0.69
0.89,0.2,0.3,0.36
0.73,0.22,0.6,0.28
0.07,0.22,0.42,0.87
0.48,0.62,0.11,0.15
0.32,0.39,0.63,0.94
0.34,0.79,0.84,0.77
0.48,0.18,0.31,0.63
0.87,0.72,0.26,0.63
0.75,0.09,0.13,0.98
0.19,0.83,0.91,0.72
0.41,0.16,0.79,0.42
0.35,0.55,0.34,0.69
0.04,0.73,0.92,0.88
0.03,0.24,0.15,0.37
0.22,0.6,0.23,0.58
0.22,0.4,0.98,0.5
0.37,0.83,0.75,0.71
0.32,0.27,0.73,0.1
0.17,0.18,0.82,0.84
0.66,0.71,0.38,0.24
0.89,0.55,0.34,0.41
0.01,0.35,0.25,0.86
0.76,0.74,0.09,0.97
0.98,0.12,0.09,0.9
0.46,0.61,0.67,0.48
0.14,0.86,0.77,0.03
0.4,0.72,0.56,0.14
0.95,0.28,0.51,0.94
0.38,0.11,0.37,0.32
0.53,0.18,0.37,0.83
0.15,0.61,0.42,0.58
0.14,0.14,0.43,0.78
0.69,0.71,0.6,0.35
0.19,0.69,0.67,0.4
0.4,0.07,0.69,0.74
0.8,0.23,0.75,0.16
0.29,0.83,0.61,0.43
0.56,0.42,0.32,0.94
0.18,0.83,0.63,0.04
0.8,0.4,1,0.34
0.44,0.36,0.62,0.24
0.86,0.97,0.6,0.63
0.59,0.13,0.86,0.49
0.39,0.17,0.71,0.81
0.19,0.75,0.27,0.3
0.54,0.65,0.86,0.53
0.31,0.89,0.25,0.61
0.17,0.5,0.42,0.83
0.13,0.68,0.75,0.67
0.65,0.96,0.95,0.8
0.88,0.67,0.05,0.6
0.76,0.92,0.43,0.96
0.34,0.88,0.78,0.69
0.31,0.09,0.32,0.49
0.5,0.92,0.61,0.32
0.28,0.62,0.56,0.3
0.06,0.9,1,0.12
0.2,0.12,0.17,0.44
0.22,0.7,0.57,0.96
0.7,0.39,0.4,0.87
0.62,0.24,0.41,0.1
0.73,0.58,0.97,0.1
0.51,0.38,0.63,0.48
0.38,0.83,0.42,0.46
0.34,0.47,0.91,0.22
0.11,0.49,0.54,0.23
0.33,0.26,0.22,0.33
0.86,0.83,0.03,0.4
0.02,0.52,0.67,0.08
0.03,0.58,0.7,0.84
0.12,0.39,0.03,0.07
0.79,0.83,1,0.74
0.46,0.64,0.8,0.24
0.09,0.85,0.72,0.99
0.2,0.32,0.46,0.56
0.5,0.7,1,0.99
0.62,0.65,0.17,0.9
0.45,0.68,0.61,0.21
0.3,0.5,0.64,0.72
0.41,0.29,0.84,0.52
0.57,0.61,0.04,0.97
0.75,0.3,0.38,0.78
0.26,0.86,0.25,0.19
0.69,0.25,0.63,0.72
0.77,0.6,0.86,0.53
0.48,0.56,0.5,0.02
0.86,0.26,0.56,0.08
0.78,0.11,0.99,0.44
0.05,0.35,0.78,0.97
0.65,0.4,0.42,0.95
0.54,0.87,0.11,0.3
0.78,0.22,0.07,0.49
0.83,0.51,0.63,0.6
0.76,0.32,0.51,0.85
0.51,0.88,0.36,0.23
0.85,0.96,0.36,0.37
0.83,0.94,0.45,1
0.34,0.92,0.54,0.55
0.33,0.01,0.97,0.72
0.46,0.98,0.35,0.31
0.7,0.72,0.93,0.23
0.7,0.27,0.34,0.36
0.18,0.85,0.97,0.93
0.36,0.7,0.52,0.37
0.01,0.77,0.76,0.62
0.9,0.61,0.8,0.23
0.07,0.87,0.54,0.52
0.25,1,0.82,0.47
0.86,0.41,0.33,0.61
0.55,1,0.51,0.32
0.74,0.94,0.29,0.4
0.75,0.58,0.32,0.08
0.67,0.25,0.83,0.68
0.74,0.66,0.66,0.57
0.45,0.12,0.81,0.25
0.76,0.42,0.71,0.65
0.21,0.35,0.32,0.87
0.84,0.56,0.67,0.45
0.86,0.59,0.15,0.2
0.15,0.09,0.18,1
0.14,0.64,0.03,0.31
0.54,0.13,0.62,0.44
0.19,0.16,0.58,0.88
0.54,0.35,0.04,0.28
0.43,0.03,0.79,0.25
0.56,0.63,0.47,0.09
0.2,0.98,0.54,0.12
0.61,0.17,0.85,0.1
0.47,0.43,0.21,0.02
0.23,0.44,0.39,0.27
0.16,0.12,0.71,0.47
0.57,0.35,0.03,0.35
0.42,0.52,0.89,0.07
0.67,0.65,0.96,0.99
0.26,0.93,0.62,0.2
0.44,0.69,0.55,0.51
0.82,0.91,0.83,0.37
0.93,0.57,0.88,0.26
0.34,0.27,0.01,0.87
0.66,0.96,0.82,0.89
0.71,0.23,0.03,0.37
0.89,0.92,0.56,0.33
0.34,0.56,0.92,0.5
0.98,0.04,0.45,0.33
0.54,0.41,0.62,0.39
0.48,0.31,0.84,0.36
0.62,0.98,0.87,0.54
0.34,0.12,0.44,0.29
0.16,0.82,0.58,1
0.6,0.31,0.1,0.94
0.38,0.12,0.22,0.29
0.62,0.5,0.67,0.19
0.35,0.69,0.53,0.9
0.81,0.22,0.65,0.36
0.65,1,0.77,0.02
0.87,0.77,0.23,0.85
0.21,0.89,0.05,0.49
0.43,0.87,0.8,0.53
0.39,0.4,0.41,0.49
0.58,0.45,0.22,0.77
0.25,0.12,0.34,0.84
0.74,0.68,0.04,0.68
0.25,0.4,0.97,0.81
0.79,0.08,0.4,0.26
0.21,0.43,0.47,0.46
0.29,0.25,0.28,0.03
0.08,0.55,0.95,0.14
0.31,0.12,0.82,0.02
0.51,0.93,0.24,0.74
0.72,0.27,0.49,0.84
0.64,0.25,0.67,0.2
0.42,0.27,0.92,0.41
0.04,0.66,0.42,0.38
0.89,0.05,0.15,0.09
0.32,0.04,0.07,0.42
0.94,0.4,0.15,0.94
0.08,0.76,0.28,0.67
0.52,0.74,0.4,0.26
0.95,0.28,0.95,0.94
0.97,0.62,0.2,0.84
0.38,0.64,0.13,0.48
0.38,0.45,0.8,0.26
0.42,0.04,0.74,0.33
0.65,0.75,0.34,0.59
0.69,0.09,0.69,0.02
0.8,0.57,0.02,0.89
0.89,0.92,0.03,0.95
0.53,0.62,0.73,0.85
0.16,0.92,0.03,0.89
0.21,0.34,0.28,0.72
0.02,0.6,0.41,0.55
0.2,0.34,1,0.21
0.55,0.82,0.62,0.67
0.57,0.22,0.17,0.91
0.5,0.37,0.04,0.38
0.63,0.75,0.71,0.82
0.24,0.61,0.58,0.51
0.51,0.12,0.02,0.98
0.36,0.49,0.66,0.64
0.84,0.81,0.45,0.12
0.57,0.77,0.88,0.13
0.05,0.09,0.82,0.32
0.32,0.46,0.76,0.37
0.92,0.4,0.2,0.7
0.24,0.53,0.09,1
0.2,0.71,0.27,0.98
0.77,0.61,0.25,0.93
0.14,0.75,0.49,0.25
0.72,0.56,0.73,0.99
0.91,0.48,0.68,0.09
0.13,0.69,0.33,0.22
0.86,0.73,0.44,0.48
0.52,0.12,0.34,0.73
0.44,0.92,0.02,0.49
0.31,0.67,0.39,0.93
0.34,0.01,0.55,0.58
0.41,0.1,0.36,0.67
0.58,0.03,0.91,0.98
0.3,0.67,0.69,0.56
0.68,0.02,0.74,0.44
0.96,0.89,0.22,0.4
0.65,0.21,0.57,0.2
0.81,0.67,0.69,0.35
0.45,0.15,0.32,0.84
0.12,0.97,0.27,0.05
0.75,0.02,0.05,0.97
0.17,0.21,0.63,0.28
0.82,0.23,0.15,0.11
0.48,0.3,0.08,0.04
0.26,0.03,0.32,0.06
0.02,0.61,0.81,0.14
0.73,1,0.33,0.94
0.84,0.51,0.91,0.05
0.37,0.82,0.68,0.1
0.19,0.3,0.62,0.11
0.72,0.36,0.4,0.41
0.35,0.76,0.34,0.48
0.38,0.03,0.12,0.26
0.51,0.61,0.7,0.13
0.27,0.93,0.31,0.93
0.36,0.14,0.35,0.41
0.73,0.02,0.83,0.27
0.02,0.13,0.35,0.37
0.93,0.58,0.11,0.99
0.93,0.02,0.97,0.94
0.43,0.3,0.96,0.67
0.91,0.94,0.53,0.39
0.52,0.01,0.65,0.86
0.71,0.6,0.84,0.96
0.72,0.65,0.94,0.11
0.87,0.49,0.57,0.96
0.56,0.14,0.61,0.57
0.36,0.2,0.12,0.25
0.24,0.16,0.72,0.23
0.61,0.65,0.24,0.18
0.21,0.05,0.69,0.49
0.61,0.5,0.49,0.65
0.14,0.36,0.51,0.57
0.19,0.87,0.04,0.24
0.72,0.1,0.29,0.39
0.71,0.22,0.19,0.08
0.33,0.55,0.65,0.69
0.18,0.5,0.79,0.25
0.56,0.46,0.24,0.35
0.15,0.99,0.65,0.53
0.07,0.39,0.91,0.45
0.88,0.33,0.78,0.98
1,0.18,0.64,0.62
0.97,0.08,0.96,0.66
0.59,0.41,0.07,0.45
0.87,0.63,0.7,0.68
0.65,0.3,0.51,0.99
0.58,0.07,0.32,0.72
0.65,0.41,0.96,0.86
0.75,0.44,0.3,0.15
0.51,0.25,0.66,0.77
0.48,0.55,0.89,0.44
0.59,0.04,0.01,0.43
0.53,0.29,0.02,0.32
0.65,0.26,0.92,0.78
0.77,0.15,0.19,0.59
0.14,0.63,0.38,0.18
0.13,0.69,0.67,0.15
0.89,0.31,0.72,0.76
0.3,0.74,0.33,0.17
0.13,0.19,0.88,0.48
0.24,0.69,0.58,0.16
0.27,0.25,0.54,0.5
0.97,0.18,0.49,0.1
0.85,0.31,0.33,0.63
0.77,0.84,0.79,0.71
0.19,0.36,0.87,0.47
0.83,0.65,0.19,0.62
0.33,0.75,0.25,0.94
0.84,0.5,0.84,0.51
0.21,0.5,0.45,0.02
0.8,0.9,0.77,1
0.02,0.93,0.38,0.69
0.07,0.64,0.24,0.92
0.04,0.44,0.36,0.85
0.64,0.92,0.25,0.18
0.64,0.07,0.95,1
0.01,0.56,0.25,0.28
0.29,0.08,0.13,0.72
0.37,0.93,0.54,0.62
0.57,0.57,0.28,0.44
0.28,0.46,0.35,0.26
0.86,0.95,0.35,0.81
0.56,0.65,0.54,0.8
0.38,0.74,0.44,0.37
0.53,0.28,0.25,0.74
0.27,0.35,0.33,0.06
0.12,0.42,0.26,0.21
0.51,0.16,0.13,0.61
0.38,0.46,0.84,0.28
0.54,0.89,0.01,0.63
0.89,0.92,0.11,0.03
0.7,0.39,0.7,0.81
0.96,0.56,0.1,0.22
0.71,0.19,0.85,0.16
0.3,0.98,0.8,0.41
0.51,0.2,0.75,0.64
0.13,0.99,0.14,0.17
0.94,0.25,0.39,0.99
0.3,0.29,0.22,0.11
1,0.87,0.72,0.98
0.08,0.12,0.63,0.39
0.51,0.61,0.32,0.15
0.96,0.65,0.74,0.07
0.06,0.08,0.39,0.25
0.56,0.39,0.69,0.15
0.89,0.17,0.37,0.59
0.15,0.84,0.46,0.19
0.9,0.69,0.93,0.44
0.41,0.24,0.3,0.45
0.62,1,0.13,0.4
0.08,0.78,0.21,0.85
0.93,0.25,0.05,0.8
0.45,0.25,0.74,1
0.94,0.33,0.8,0.46
0.05,0.09,0.2,0.1
0.04,0.79,0.72,0.91
0.37,0.7,0.35,0.44
0.45,0.78,0.58,0.44
0.48,0.2,0.38,0.47
0.49,0.94,0.01,0.74
0.79,0.08,0.56,0.33
0.65,0.36,0.88,0.98
0.33,0.6,0.1,0.25
0.76,0.38,0.08,0.77
0.37,0.44,0.59,0.71
0.56,0.49,0.62,0.04
0.04,0.3,0.06,0.39
0.23,0.32,0.18,0.67
0.48,0.39,0.53,0.23
0.07,0.47,0.43,0.39
0.71,0.13,0.03,0.54
0.36,0.03,0.77,0.71
0.48,0.16,0.09,0.46
0.07,0.35,0.57,0.33
0.54,0.46,0.05,0.96
0.74,0.32,0.86,0.43
0.81,0.99,0.33,0.95
0.83,0.92,0.59,0.88
0.04,0.36,0.45,0.81
0.7,0.47,0.88,0.88
0.96,0.55,0.31,0.13
0.3,0.28,0.32,0.8
0.53,0.18,0.21,0.48
0.55,0.08,0.25,0.99
0.65,0.75,0.63,0.59
0.39,0.96,0.08,0.33
0.19,0.19,0.46,0.85
0.79,0.85,0.05,0.43
0.67,0.5,0.53,0.31
0.89,0.25,0.19,0.76
0.5,0.62,0.05,0.81
0.53,0.82,0.94,0.99
0.26,0.75,0.53,0.31
0.12,0.64,0.24,0.22
0.09,0.83,0.93,0.16
0.17,0.41,0.08,0.15
0.17,0.48,0.2,0.18
0.72,0.54,0.07,0.47
0.91,0.11,0.38,0.64
0.91,0.17,0.58,0.45
0.38,0.92,0.65,0.31
0.3,0.76,0.43,0.7
0.07,0.33,0.49,0.74
0.03,0.09,0.59,0.31
0.6,0.24,0.22,0.3
0.64,0.12,0.71,0.12
0.64,0.24,0.84,0.65
0.12,0.28,0.03,0.29
0.27,0.75,0.8,0.4
0.48,0.91,0.07,0.48
0.41,0.45,0.44,0.08
0.1,0.83,0.19,0.37
0.55,0.18,0.71,0.66
0.67,0.39,0.65,0.64
0.03,0.04,0.61,0.34
0.38,0.86,0.92,0.75
0.32,0.65,0.84,0.45
0.12,0.4,0.58,0.8
0.62,0.61,0.27,0.24
0.1,0.12,0.46,0.02
0.77,0.19,0.53,0.08
0.69,0.8,0.31,0.62
0.32,0.55,0.18,0.02
0.71,0.96,0.55,0.84
0.99,0.4,0.24,0.46
0.43,0.39,0.29,0.98
0.29,0.99,0.34,0.59
0.27,0.6,0.28,0.47
0.98,0.4,0.63,0.94
0.4,0.69,0.44,0.02
0.54,0.75,0.8,0.39
0.03,0.52,0.05,0.85
0.95,0.36,0.3,0.3
0.46,0.02,0.49,0.16
0.55,0.5,0.6,0.83
0.56,0.99,0.53,0.86
0.52,0.5,0.21,0.81
0.8,0.39,0.69,0.5
0.57,0.37,0.56,0.96
0.35,0.09,0.67,0.3
0.74,0.18,0.48,0.09
0.49,0.61,0.87,0.44
0.01,0.97,0.11,0.6
0.48,0.35,0.87,0.4
0.11,0.42,0.5,0.04
0.39,0.38,0.14,0.59
0.62,1,0.77,0.17
0.25,0.8,0.25,0.08
0.72,0.85,0.35,0.88
0.63,0.63,0.41,0.03
0.06,0.03,0.19,0.21
0.11,0.01,0.58,0.11
0.81,0.17,0.44,0.87
0.91,0.24,0.71,0.55
0.44,0.8,0.94,0.58
0.33,0.33,0.76,0.24
0.38,0.39,0.31,0.74
0.7,0.85,0.59,0.48
0.22,0.12,0.85,0.63
0.49,0.79,0.74,0.31
0.34,0.54,0.11,0.61
0.31,0.74,0.11,0.61
0.49,0.41,0.72,0.07
0.7,0.53,0.18,0.74
0.37,0.57,0.36,0.15
0.43,0.66,0.1,0.61
0.51,0.38,0.59,0.05
0.74,0.17,0.35,0.85
0.23,0.53,0.09,0.55
0.45,0.66,0.26,0.25
0.82,0.91,0.62,0.41
0.62,0.46,0.39,0.25
0.06,0.38,0.33,0.87
0.12,0.79,0.46,0.02
0.92,0.11,0.82,0.64
0.08,0.27,0.29,0.42
0.92,0.97,0.15,0.21
0.05,0.36,0.96,0.49
0.59,0.15,0.87,0.31
0.91,0.9,0.27,0.15
0.71,0.01,0.92,0.26
0.33,0.68,0.58,0.12
0.15,0.38,0.57,0.28
0.67,0.81,0.02,0.06
0.7,0.1,0.84,0.38
0.34,0.84,0.6,0.3
0.69,0.11,0.67,0.4
0.34,0.43,0.21,0.45
0.24,0.2,0.58,0.43
0.01,0.77,0.99,0.33
0.32,0.72,0.52,0.17
0.44,0.52,0.4,0.71
0.45,0.71,0.66,0.93
0.69,0.59,0.69,0.51
0.43,0.8,0.6,0.82
0.64,0.57,0.2,0.87
0.21,0.76,0.28,0.03
0.79,0.39,0.55,0.91
0.08,0.69,0.76,0.8
0.25,0.52,0.23,0.31
0.11,0.51,0.25,0.59
0.81,0.2,0.85,0.24
0.8,0.8,0.21,0.62
0.52,0.44,0.09,0.51
0.65,0.82,0.03,0.47
0.76,0.52,0.44,0.88
0.85,0.37,0.43,0.16
0.05,0.9,0.51,0.04
0.74,0.81,0.31,0.02
0.58,0.62,0.07,0.66
0.41,0.03,0.51,0.2
0.19,0.05,0.43,0.82
0.92,0.56,0.17,0.33
0.45,0.47,0.7,0.82
0.87,0.64,0.88,0.55
0.22,0.05,0.91,0.04
0.81,0.15,0.21,0.35
0.59,0.97,0.8,0.13
0.7,0.3,0.22,0.75
0.97,0.89,0.2,0.52
0.17,0.1,0.37,0.4
0.26,0.84,0.28,0.69
0.3,0.15,0.66,0.78
0.3,0.18,0.18,0.67
0.42,0.34,0.18,0.02
0.19,0.4,0.47,0.22
0.84,0.68,0.22,0.3
0.15,0.87,0.5,0.63
0.83,0.16,0.28,0.6
0.87,0.21,0.07,0.56
0.51,0.68,0.48,0.23
0.67,0.97,0.07,0.41
0.76,0.74,0.7,0.94
0.38,0.97,0.29,0.13
0.45,0.37,0.17,0.82
0.78,0.63,0.93,0.77
0.65,0.31,0.1,0.5
0.87,0.94,0.48,0.54
0.36,0.64,0.35,0.79
0.82,0.92,0.99,0.21
0.27,0.62,0.11,0.88
0.34,0.45,0.96,0.65
0.38,0.81,0.36,0.9
0.78,0.46,0.32,0.02
0.31,0.98,0.52,0.56
0.85,0.44,0.96,0.91
0.06,0.89,0.01,0.54
0.24,0.36,0.47,0.82
0.14,0.05,0.07,0.37
0.37,0.46,0.73,0.46
0.51,0.34,0.62,0.53
0.66,0.57,0.96,0.88
0.41,0.74,0.37,0.42
0.37,0.77,0.46,0.1
0.26,0.67,0.4,0.6
0.6,0.86,0.8,0.83
0.65,0.41,0.05,0.71
0.9,0.77,0.94,0.89
0.39,0.55,0.04,0.57
0.62,0.44,0.32,0.9
0.35,0.63,0.32,0.13
0.49,0.56,1,0.25
0.2,0.49,0.54,0.43
0.28,0.81,0.64,0.26
0.8,0.5,0.64,0.32
0.04,0.68,0.9,0.55
0.13,0.02,0.72,0.91
0.91,0.93,0.16,0.45
0.26,0.35,0.3,0.99
0.14,0.74,0.67,0.5
0.52,0.04,0.78,0.74
0.76,0.81,0.18,0.48
0.53,0.73,0.69,0.62
0.72,0.87,0.15,0.85
0.07,0.04,0.14,0.28
0.76,0.87,0.07,0.93
0.68,0.84,0.36,0.5
1,0.24,0.38,0.96
0.36,0.39,0.86,0.78
0.22,0.19,0.99,0.05
0.71,0.12,0.08,0.47
0.35,0.79,0.24,0.15
0.98,0.44,0.3,0.14
0.71,0.43,0.28,0.9
0.53,0.1,0.19,0.86
0.97,0.8,0.96,0.41
0.36,0.23,0.31,0.05
0.62,0.7,0.56,0.01
0.95,0.02,0.56,0.92
0.55,0.95,0.31,0.48
0.63,0.54,0.96,0.72
0.57,0.75,0.14,0.73
0.03,0.57,0.82,0.82
0.9,0.34,0.36,0.58
0.74,0.23,0.02,0.49
0.34,0.04,0.36,0.09
0.35,0.77,0.97,0.01
0.41,0.95,0.58,0.93
0.17,0.11,0.78,0.55
0.01,0.17,0.06,0.31
0.88,0.23,0.52,0.66
0.2,0.59,0.36,0.74
0.31,0.49,0.34,0.41
0.87,0.98,0.12,0.58
0.64,0.97,0.85,0.74
0.1,0.78,0.8,0.93
0.98,0.26,0.09,0.34
0.32,0.81,0.17,0.67
0.4,0.9,0.36,0.93
0.64,0.3,0.02,0.18
0.39,0.45,0.21,0.78
0.46,0.41,0.08,0.19
0.42,0.8,0.79,0.62
0.3,0.48,0.35,0.65
0.28,0.3,0.2,0.38
1,0.51,0.51,0.86
0.11,0.41,0.03,0.61
0.17,0.42,0.06,0.66
0.19,0.8,0.86,0.33
0.27,0.96,0.08,0.85
0.95,0.89,0.09,0.65
0.93,0.54,0.09,0.01
0.03,0.16,0.69,0.02
0.58,0.62,0.2,0.43
0.69,0.24,0.79,0.79
0.51,0.76,0.79,0.34
0.25,0.58,0.6,1
0.79,0.54,0.17,0.42
0.3,0.69,0.15,0.85
0.56,0.65,0.38,0.73
0.82,0.98,0.22,0.78
0.14,0.35,0.43,0.09
0.46,0.15,0.4,0.68
0.85,0.61,0.37,0.93
0.28,0.59,0.86,0.61
0.99,0.82,0.98,0.24
0.7,0.31,0.8,0.38
0.89,0.04,0.47,0.64
0.89,0.05,0.99,0.18
0.87,0.61,0.27,0.3
0.52,0.87,0.3,0.41
0.43,0.96,0.7,0.65
0.96,0.42,0.66,0.01
0.29,0.89,0.47,0.08
0.93,0.42,0.96,0.34
0.48,0.51,0.4,0.65
0.63,0.04,0.12,0.92
0.77,0.16,0.12,0.98
0.3,0.42,0.62,0.8
0.23,0.57,0.99,0.52
0.29,0.88,0.81,0.87
0.21,0.28,0.39,0.03
0.65,0.11,0.82,0.53
0.44,0.02,0.4,0.56
0.83,0.36,0.77,0.27
0.38,0.01,0.26,0.36
0.75,0.63,0.8,0.23
