title1,title2,title3,title4
0.97,0.87,0.96,0.05
0.94,0.88,0.09,0.72
1,0.44,0.25,1
0.17,0.41,0.06,0.22
0.84,0.66,0.31,0.37
0.6,0.96,0.96,0.82
0.59,0.73,0.64,0.83
0.25,0.61,0.61,0.36
0.28,0.81,0.39,0.14
0.3,0.97,0.97,0.16
0.15,0.51,0.97,0.02
0.65,0.47,0.08,0.04
0.82,0.36,0.19,0.42
0.47,0.85,0.3,0.88
0.16,0.91,0.65,0.65
0.22,0.35,0.51,0.26
0.2,0.5,0.58,0.6
0.79,0.29,0.38,0.67
0.59,0.95,0.76,0.3
0.96,0.82,0.38,0.9
0.37,0.73,0.68,0.6
0.88,0.96,0.36,0.68
0.92,0.36,0.38,0.03
0.15,0.81,0.48,0.32
0.34,0.27,0.83,0.38
0.57,0.93,0.06,0.39
0.49,0.4,0.34,0.94
0.49,0.74,0.39,0.5
0.34,0.23,0.49,0.44
0.95,0.86,0.08,0.92
0.1,0.84,0.83,0.87
0.17,0.7,0.04,0.54
0.33,0.67,0.03,0.73
0.83,0.35,0.98,0.81
0.68,0.58,0.98,0.25
0.63,0.93,0.52,0.76
0.65,0.69,0.26,0.74
0.17,0.27,0.59,0.57
0.69,0.71,0.58,0.44
0.92,0.68,0.79,0.2
0.25,0.74,0.17,0.34
0.46,0.35,0.07,0.09
0.61,0.86,0.18,0.09
0.18,0.62,0.67,0.36
0.9,0.6,0.77,0.9
0.76,0.36,0.11,0.48
0.73,0.68,0.12,0.45
0.5,0.78,0.72,0.76
0.75,0.39,0.63,0.07
0.69,0.71,0.45,0.09
0.2,0.51,0.26,0.51
0.64,0.75,0.7,0.42
0.96,0.41,0.52,0.42
0.74,0.56,0.45,0.79
0.62,0.76,0.51,0.39
0.13,0.21,0.32,0.3
0.21,0.77,0.66,0.04
0.43,0.28,0.05,0.88
0.46,0.2,0.12,0.2
0.58,0.79,0.4,0.91
0.23,0.68,0.65,0.2
0.67,0.78,0.29,0.07
0.43,0.57,0.93,0.06
0.56,0.79,0.74,0.95
0.32,0.97,0.84,0.46
0.77,0.94,0.45,0.44
0.31,0.61,0.14,0.08
0.15,0.75,0.08,0.8
0.59,0.46,0.55,0.67
0.21,0.59,0.17,0.14
0.22,0.75,0.06,0.47
0.73,0.28,0.16,0.65
0.56,0.82,0.93,0.52
0.32,0.41,0.12,0.06
0.57,0.33,0.59,0.77
0.98,0.33,0.99,0.23
0.54,0.94,0.18,0.5
0.68,0.46,0.76,0.47
0.47,0.22,0.06,0.36
0.17,0.37,0.27,0.03
0.5,0.24,0.44,0.12
0.68,0.73,0.81,0.41
0.14,0.96,0.11,0.47
0.79,0.84,0.32,0.51
0.9,0.54,0.25,0.85
0.32,0.66,0.15,0.96
0.35,0.33,0.06,0.21
0.9,0.69,0.35,0.66
0.72,0.21,0.68,0.74
0.12,0.63,0.21,0.01
0.91,0.69,0.97,0.95
0.74,0.93,0.33,0.14
0.74,0.94,0.67,0.01
0.72,0.33,0.79,0.02
0.74,0.29,0.07,0.34
0.38,0.41,0.29,0.41
0.71,0.42,0.47,0.31
0.61,0.5,0.32,0.41
0.16,0.68,0.55,0.2
0.63,0.34,0.95,0.43
0.36,0.64,0.82,0.04
0.79,0.38,0.07,0.62
0.39,0.68,0.75,0.76
0.12,0.95,0.58,0.69
0.1,0.81,0.48,0.88
0.34,0.52,0.17,0.17
0.47,0.29,0.69,0.17
0.32,0.45,0.41,0.9
0.75,0.93,0.97,0.84
0.98,0.3,1,0.22
0.1,0.65,0.88,0.24
0.66,0.82,0.95,0.61
0.31,0.82,0.4,0.13
0.95,0.72,0.06,0.43
0.39,0.46,0.8,0.83
0.89,0.29,0.13,0.2
0.99,0.72,0.1,0.41
0.82,0.67,0.14,0.43
0.36,0.8,0.63,0.25
0.63,0.7,0.42,0.54
0.37,0.43,0.91,0.73
0.97,0.89,0.86,0.32
0.32,0.92,0.37,0.34
0.62,0.55,0.53,0.21
0.94,0.35,0.03,0.79
0.19,0.66,0.91,0.88
0.78,0.8,0.83,0.23
0.29,0.33,0.93,0.12
0.49,0.85,0.1,0.61
0.45,0.86,0.39,0.32
0.8,0.98,0.32,0.07
0.46,0.61,0.26,0.7
0.51,0.45,0.94,0.1
0.98,0.49,0.61,0.23
0.78,0.62,0.45,0.13
0.22,0.56,0.13,0.43
0.76,0.96,0.41,0.11
0.68,0.87,0.94,1
0.63,0.71,0.08,0.83
0.38,0.77,0.25,0.86
0.51,0.66,0.58,0.91
0.42,0.39,0.83,0.13
0.15,0.28,0.08,0.14
0.57,0.66,0.73,0.81
0.56,0.38,0.68,0.7
0.63,0.34,0.22,0.98
0.98,0.98,0.9,0.52
0.43,0.88,0.41,0.84
0.94,0.75,0.71,0.99
0.46,0.84,0.99,0.75
0.52,0.87,0.25,0.42
0.8,0.96,0.53,0.49
0.7,0.75,0.72,0.27
0.32,0.86,0.25,0.79
0.39,0.27,0.09,0.77
0.81,0.95,0.36,0.17
0.68,0.68,0.47,0.63
0.9,0.92,0.5,0.48
0.59,0.36,0.33,0.09
0.78,0.67,0.64,0.73
0.33,1,0.61,0.81
0.2,0.45,0.33,0.54
0.85,0.86,0.58,0.32
0.3,0.96,0.16,0.52
0.55,0.56,0.19,0.42
0.31,0.37,0.04,0.55
0.23,0.92,0.79,0.42
0.37,0.95,0.38,0.43
0.81,0.7,0.52,0.66
0.55,0.87,0.86,0.31
0.25,0.66,0.15,0.48
0.79,0.39,0.44,0.36
0.25,0.79,0.34,0.43
0.19,0.71,0.08,0.8
0.44,0.99,0.34,0.59
0.25,0.94,0.52,0.73
0.46,0.57,0.15,0.9
0.9,0.74,0.07,0.76
0.12,0.97,0.87,0.98
0.47,0.34,0.97,0.48
0.94,0.23,0.61,0.63
0.77,0.29,0.52,0.73
0.57,0.22,0.31,0.31
0.76,0.69,0.91,0.57
0.56,0.67,0.6,0.2
0.59,0.46,0.06,0.29
0.25,0.33,0.9,0.66
0.34,0.57,0.73,0.1
0.76,0.63,0.47,0.95
0.56,0.52,0.94,0.51
0.77,0.55,0.58,0.59
0.24,0.97,0.47,0.73
0.12,0.53,0.29,0.47
0.88,0.6,0.57,0.98
0.27,0.26,0.96,0.9
0.61,0.76,0.49,0.21
0.86,0.73,0.88,0.45
0.32,0.44,0.59,0.23
0.66,0.81,0.9,0.62
0.23,0.27,0.98,0.55
0.43,0.7,0.78,0.6
0.47,0.74,0.44,0.94
0.47,0.72,0.49,0.98
0.7,0.62,0.41,0.15
0.41,0.3,0.9,0.72
0.58,0.53,0.14,0.92
0.65,0.58,0.39,0.69
0.28,0.87,0.64,0.86
0.35,0.47,0.08,0.88
0.55,0.57,0.2,0.36
0.47,0.35,0.34,0.51
0.69,0.8,0.91,0.19
0.69,0.88,0.06,0.84
0.7,0.42,0.6,0.26
0.14,0.47,0.63,0.34
0.79,0.4,0.37,0.66
0.37,0.99,0.79,0.57
0.19,0.82,0.4,0.32
0.73,0.25,0.99,0.43
0.89,0.4,0.73,0.34
0.86,0.81,0.21,0.58
0.84,0.33,0.26,0.56
0.61,0.73,0.11,0.96
0.94,0.9,0.78,0.32
0.2,0.45,0.42,0.41
0.47,0.45,0.29,0.59
0.7,0.93,0.06,0.27
0.69,0.24,0.13,0.41
0.27,0.65,0.73,0.02
0.47,0.75,0.9,0.19
0.64,0.9,0.6,0.69
0.73,0.2,0.05,0.08
0.98,0.25,0.73,0.94
0.1,0.39,0.97,0.66
0.35,0.68,0.29,0.13
0.89,0.34,0.75,0.4
0.22,0.7,0.7,0.21
0.17,0.84,0.68,0.77
0.59,0.73,0.72,0.28
0.17,0.35,0.57,0.04
0.79,0.45,0.21,0.71
0.99,0.41,0.03,0.95
0.17,0.7,0.3,0.53
0.64,0.2,0.38,0.26
0.61,0.51,0.7,0.54
0.24,0.67,0.25,0.76
0.69,0.6,0.44,0.52
0.52,0.48,0.85,0.8
1,0.7,0.98,0.19
0.49,0.47,0.19,0.05
0.52,0.99,0.52,0.52
0.97,0.65,0.59,0.32
0.39,0.77,0.63,0.18
0.62,0.84,0.5,0.44
0.48,0.75,0.8,0.93
0.26,0.9,0.33,0.87
0.16,0.72,0.01,0.85
0.53,0.94,0.79,0.8
0.81,0.88,0.21,0.75
0.5,0.42,0.46,0.14
0.88,0.95,0.77,0.45
0.99,0.88,0.31,0.17
0.18,0.47,0.49,0.78
0.15,0.68,0.95,0.36
0.96,0.61,0.38,0.49
0.16,0.23,0.69,0.12
0.69,0.92,0.25,0.57
0.29,0.22,0.19,0.52
0.61,0.29,0.03,0.88
1,0.31,0.92,1
0.22,0.54,0.22,0.03
0.19,0.59,0.41,0.84
0.3,0.39,0.97,0.45
0.82,0.88,0.87,0.02
0.34,0.81,0.94,0.14
0.98,0.33,0.96,0.75
0.24,0.68,0.24,0.63
0.58,0.66,0.79,0.22
0.72,0.8,0.04,0.98
0.21,0.21,0.41,0.61
0.45,0.9,0.98,0.72
0.54,0.26,0.73,0.28
0.99,0.83,0.9,0.88
0.39,0.69,0.59,0.9
0.13,0.84,0.65,0.93
0.22,0.27,0.64,0.92
0.13,0.68,0.32,0.87
0.19,0.39,0.29,0.34
0.98,1,0.39,0.97
0.8,0.62,0.27,0.89
0.95,0.54,0.43,0.32
0.88,0.53,0.63,0.09
0.55,0.84,0.62,0.86
0.76,0.7,0.51,0.5
0.6,0.42,0.78,0.07
0.8,0.53,0.49,0.66
0.44,0.69,0.28,0.59
0.43,0.94,0.86,0.33
0.67,0.58,0.92,0.06
0.43,0.92,0.7,0.83
0.34,1,0.91,0.36
0.23,0.54,0.26,0.3
0.96,0.6,0.44,0.65
0.48,0.38,0.83,0.68
0.18,0.59,0.91,0.74
0.46,0.57,0.67,0.12
0.41,0.34,0.74,0.91
0.34,0.72,0.26,0.29
0.6,0.21,0.79,0.87
0.13,0.83,0.8,0.98
0.39,1,0.87,0.39
0.14,0.43,0.43,0.45
0.39,0.78,0.67,0.59
0.89,0.34,0.05,0.83
0.11,0.76,0.6,0.84
0.69,0.76,0.39,0.55
0.64,0.57,0.43,0.73
0.36,0.4,0.37,0.98
0.2,0.29,0.96,0.78
0.59,0.33,0.4,1
0.43,0.79,0.59,0.51
0.1,0.43,0.51,0.58
0.52,0.87,0.63,0.04
0.38,0.51,0.23,0.11
0.78,0.27,0.45,0.52
0.15,0.63,0.35,0.16
0.91,0.3,0.88,0.59
0.59,0.79,0.85,0.23
0.15,0.86,0.22,0.78
0.26,0.83,0.24,0.1
0.17,0.3,0.58,0.4
0.2,0.22,0.33,0.11
0.12,0.53,0.95,0.72
0.57,0.98,0.29,0.5
0.61,0.3,0.62,0.03
0.91,0.2,0.09,0.52
0.47,0.81,0.56,0.41
0.26,0.37,0.65,0.72
0.82,0.25,0.94,0.85
0.52,0.97,0.3,0.28
0.43,0.28,0.42,0.75
0.95,0.88,0.94,0.21
0.5,0.96,0.22,0.89
0.68,0.75,0.38,0.39
0.2,0.31,0.24,0.53
0.45,0.8,0.9,0.87
0.92,0.84,0.1,0.1
0.3,0.64,0.91,0.77
0.97,0.9,0.54,0.1
0.35,0.33,0.11,0.22
0.68,0.37,0.47,0.94
0.29,0.77,0.8,0.22
0.55,0.85,0.85,0.27
0.49,0.69,0.69,0.91
0.94,0.84,0.4,0.73
0.69,0.81,0.45,0.1
0.94,0.94,0.3,0.78
0.42,0.21,0.61,0.26
0.72,0.6,0.79,0.52
0.77,0.77,0.84,0.98
0.42,0.52,0.1,0.94
0.57,0.52,0.78,0.52
0.31,0.71,0.05,0.51
0.43,0.28,0.89,0.29
0.16,0.86,0.17,0.19
0.11,0.9,0.24,0.92
0.44,0.98,0.39,0.49
0.96,0.2,0.48,0.81
0.96,0.47,0.83,0.6
0.73,0.61,0.15,0.88
0.44,0.21,0.16,0.61
0.6,0.59,0.78,0.55
0.3,0.83,0.28,0.86
0.63,0.93,0.67,0.55
0.45,0.66,0.75,0.59
0.58,0.88,0.57,0.06
0.97,0.25,0.51,0.42
0.31,0.56,0.85,0.45
0.89,0.38,0.96,0.12
0.64,0.95,0.99,0.13
0.7,0.93,0.35,0.42
0.36,0.59,0.11,0.39
0.13,0.91,0.45,0.62
0.49,0.24,0.92,0.85
0.71,0.39,0.96,0.54
0.71,0.25,0.45,0.34
0.46,0.63,0.95,0.2
0.74,0.85,0.47,0.5
0.83,0.53,0.25,0.14
0.44,0.55,0.23,0.37
0.59,0.24,0.69,0.97
0.93,0.53,0.41,0.92
0.51,0.45,0.38,0.47
0.91,0.52,0.38,0.65
0.49,0.43,0.99,0.91
0.14,0.78,0.85,0.98
0.22,0.99,0.42,0.42
0.84,0.88,0.31,0.05
0.98,0.68,0.12,0.53
0.79,0.24,0.22,0.24
0.93,0.57,0.52,0.96
0.95,0.22,0.31,0.62
0.42,0.9,0.13,0.26
0.72,0.47,0.73,0.55
0.21,0.78,0.45,0.04
0.41,0.54,0.2,0.32
0.51,0.98,0.14,0.07
0.55,0.24,0.94,0.01
0.59,0.46,0.86,0.05
0.86,0.68,0.71,0.85
0.37,0.52,0.44,0.62
0.13,0.41,0.04,0.18
0.5,0.95,0.99,0.01
0.17,0.98,0.83,0.18
0.36,0.96,0.15,0.87
0.3,0.34,0.15,0.08
0.61,0.67,0.06,0.97
0.32,0.87,0.3,0.78
0.73,0.78,0.91,0.34
0.24,0.7,0.71,0.03
0.99,0.55,0.84,0.54
0.9,0.26,0.17,0.75
0.73,0.29,0.43,0.22
0.17,0.39,0.11,0.5
0.21,0.35,0.19,0.76
0.94,0.74,0.34,0.03
0.39,0.29,0.16,0.85
0.12,0.45,0.09,0.57
0.42,0.73,0.17,0.58
0.84,0.81,0.52,0.47
0.2,0.65,0.18,0.68
0.22,0.73,0.87,0.69
0.93,0.77,0.04,0.7
0.64,0.67,0.69,0.73
0.78,0.25,0.66,0.59
0.73,0.94,0.25,0.96
0.66,0.28,0.82,0.23
0.33,0.32,0.26,0.5
0.79,0.76,0.47,0.49
0.53,0.37,0.94,0.8
0.73,0.2,0.56,0.28
0.8,0.68,0.06,0.8
0.5,0.6,0.85,0.45
0.43,0.73,0.16,0.13
0.99,0.81,0.26,0.17
0.34,0.21,0.24,0.66
0.39,0.34,0.82,0.69
0.65,0.34,1,0.41
0.89,0.41,0.18,0.79
0.85,0.82,0.05,0.15
0.61,0.48,0.81,0.56
0.11,0.29,0.5,0.68
0.19,0.51,0.02,0.11
0.1,0.66,0.29,0.03
0.85,0.23,0.37,0.62
0.73,0.3,0.34,0.52
0.38,0.92,0.65,0.68
0.58,0.26,0.05,0.85
0.43,0.96,0.04,0.96
0.24,0.74,0.24,0.34
0.56,0.23,0.99,0.75
0.71,0.56,0.84,0.19
0.68,0.61,0.15,0.03
0.48,0.62,0.57,0.43
0.65,0.4,0.85,0.46
0.99,0.48,0.92,0.1
0.61,0.77,0.15,0.24
0.16,0.33,0.59,0.41
0.57,0.76,0.36,0.88
0.93,0.96,0.17,0.21
0.93,0.69,0.22,0.39
0.77,0.78,0.08,0.91
0.37,0.83,0.75,0.45
0.61,0.2,0.26,0.31
0.23,0.49,0.22,0.45
0.36,0.6,0.78,0.56
0.9,0.2,0.85,0.04
0.12,0.67,0.23,0.86
0.8,0.8,0.54,0.29
0.68,0.39,0.95,0.55
0.1,0.63,0.66,0.84
0.85,0.34,1,0.3
0.56,0.57,0.32,0.76
0.36,0.56,0.22,0.84
0.2,0.69,0.37,0.49
0.83,0.77,0.66,0.12
0.15,0.61,0.61,0.42
0.49,0.64,0.6,0.87
0.78,0.63,0.08,0.79
0.21,0.4,0.04,0.85
0.12,0.44,0.56,0.02
0.59,0.47,0.76,0.18
0.35,0.35,0.25,0.52
0.71,0.95,0.28,0.76
0.77,0.29,0.36,0.89
0.64,0.25,0.21,0.33
0.17,0.74,0.31,0.09
0.43,0.5,0.59,0.94
0.82,0.87,0.25,0.37
0.78,0.56,0.59,0.29
0.51,0.54,0.94,0.32
0.99,0.56,0.4,0.36
0.5,0.39,0.55,0.77
0.61,0.82,0.71,0.42
0.21,0.77,0.1,0.27
0.25,0.73,0.52,0.97
0.79,0.38,1,0.45
0.62,0.5,0.25,0.08
0.22,0.28,1,0.11
0.1,0.52,0.47,0.35
0.34,0.72,0.86,0.81
0.98,0.69,0.26,0.08
0.86,0.6,0.19,0.04
0.1,0.86,0.91,0.77
0.74,0.42,0.54,0.02
0.37,0.79,0.28,0.28
0.49,0.64,0.44,0.49
0.49,0.2,0.45,0.9
0.1,0.39,0.15,0.72
0.43,0.61,0.01,0.03
0.57,0.31,0.44,0.61
0.48,0.42,0.9,0.69
0.5,0.78,0.2,0.11
0.36,0.81,0.25,0.33
0.61,0.42,0.8,0.31
0.39,0.89,0.77,0.4
0.9,0.34,0.77,0.82
0.5,0.53,0.96,0.67
0.24,0.84,0.37,0.34
0.63,0.88,0.88,0.76
